name;short_desc;start;end;location_place;location_state;location_country;location_cont_division;location_cont;location_other;type;field;casualties_low;casualties_high;range_type;dubious;time_bp_start;time_bp_end;duration;generations;curr_year;source;image;long_desc;
Z3;First computer (Konrad Zuse);1941;;;;Berlin;;;;Event;History;;;;;82;;;4;2023;https://en.wikipedia.org/wiki/Z3_(computer);https://upload.wikimedia.org/wikipedia/commons/4/4c/Z3_Deutsches_Museum.JPG;;
Manhattan Project;;1942;1946;;;United States;;;;Event;History;;;;;81;77;4;4;2023;https://en.wikipedia.org/wiki/Manhattan_Project;https://upload.wikimedia.org/wikipedia/commons/8/8d/Trinity_shot_color.jpg;;
The Fountainhead;;1943;;;;United States;;;;Book;History;;;;;80;;;4;2023;https://en.wikipedia.org/wiki/The_Fountainhead;https://upload.wikimedia.org/wikipedia/commons/6/6e/The_Fountain_Head_%281943_1st_ed%29_-_Ayn_Rand.jpg;;
Atomic bombings of Hiroshima and Nagasaki;;1945;;;;Japan;;;;Event;History;;;;;78;;;3;2023;https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki;https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Atomic_bombing_of_Japan.jpg/1920px-Atomic_bombing_of_Japan.jpg;;
Cold War;Geopolitical tension between the US and the Soviet Union;1947;1991;;;World;;;;Period;History;;;;;76;32;44;3;2023;https://en.wikipedia.org/wiki/Cold_War;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Cold_War_alliances_mid-1975.svg/1920px-Cold_War_alliances_mid-1975.svg.png;;
Apartheid;;1948;1991;;;South Africa;;;;Period;History;;;;;75;32;43;3;2023;https://en.wikipedia.org/wiki/Apartheid;https://upload.wikimedia.org/wikipedia/commons/8/81/DurbanSign1989.jpg;;
Hans-Hermann Hoppe;;1949;2023;;;Peine;;;;Person;History;;;;;74;0;74;3;2023;https://en.wikipedia.org/wiki/Hans-Hermann_Hoppe;https://upload.wikimedia.org/wikipedia/commons/d/d0/Hoppe-pfs2022.png;;
West Germany;;1949;1990;;;Germany;Central Europe;Europe;;Unit;History;;;;;74;33;41;3;2023;https://en.wikipedia.org/wiki/West_Germany;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/West_Germany_1956-1990.svg/1920px-West_Germany_1956-1990.svg.png;;
Vladimir Putin;;1952;2023;;;Saint Petersburg;;;;Person;History;;;;;71;0;71;3;2023;https://en.wikipedia.org/wiki/Vladimir_Putin;https://upload.wikimedia.org/wikipedia/commons/4/47/Vladimir_Putin_17-11-2021_%28cropped%29.jpg;;
Civil rights movement;;1954;1968;;;United States;;;;Movement;Politics;;;;;69;55;14;3;2023;https://en.wikipedia.org/wiki/Civil_rights_movement;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Civil_Rights_March_on_Washington%2C_D.C._%28Leaders_marching_from_the_Washington_Monument_to_the_Lincoln_Memorial%29_-_NARA_-_542010.jpg/1920px-Civil_Rights_March_on_Washington%2C_D.C._%28Leaders_marching_from_the_Washington_Monument_to_the_Lincoln_Memorial%29_-_NARA_-_542010.jpg;;
Vietnam War;;1955;1975;;;Vietnam;;;;Event;History;;;;;68;48;20;3;2023;https://en.wikipedia.org/wiki/Vietnam_War;https://upload.wikimedia.org/wikipedia/commons/4/43/VNWarMontage.png;;
Atlas Shrugged;;1957;;;;United States;;;;Book;History;;;;;66;;;3;2023;https://en.wikipedia.org/wiki/Atlas_Shrugged;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Atlas_Shrugged_%281957_1st_ed%29_-_Ayn_Rand.jpg/440px-Atlas_Shrugged_%281957_1st_ed%29_-_Ayn_Rand.jpg;;
Tennis for Two;First video game;1958;;;;United States;;;;Event;History;;;;;65;;;3;2023;https://en.wikipedia.org/wiki/Tennis_for_Two;https://upload.wikimedia.org/wikipedia/commons/5/50/Tennis_For_Two_on_a_DuMont_Lab_Oscilloscope_Type_304-A.jpg;;
JFK (in office);;1961;1963;;;United States;;;;Person;History;;;;;62;60;2;3;2023;https://en.wikipedia.org/wiki/John_F._Kennedy;https://upload.wikimedia.org/wikipedia/commons/c/c3/John_F._Kennedy%2C_White_House_color_photo_portrait.jpg;;
Detonation of the Tsar Bomba;;1961;;;;Soviet Union;;;;Event;History;;;;;62;;;3;2023;https://en.wikipedia.org/wiki/Tsar_Bomba;https://upload.wikimedia.org/wikipedia/en/c/c9/Tsar_photo11.jpg;;
Cuban Missile Crisis;;1962;;;;Cuba;;;;Event;History;;;;;61;;;3;2023;https://en.wikipedia.org/wiki/Cuban_Missile_Crisis;https://upload.wikimedia.org/wikipedia/commons/9/9d/Soviet-R-12-nuclear-ballistic_missile.jpg;;
Second-wave feminism;;1963;1980;;;United States;;;;Movement;Politics;;;;;60;43;17;3;2023;;;;
Rhodesian Bush War;;1964;1979;;;Zimbabwe;East Africa;Africa;;War;History;;;;;59;44;15;2;2023;https://en.wikipedia.org/wiki/Rhodesian_Bush_War;https://upload.wikimedia.org/wikipedia/commons/f/ff/RhodesiaAllies1975.png;;
Abandonment of the Gold Standard;;1971;;;;United States;;;;Event;History;;;;;52;;;2;2023;https://en.wikipedia.org/wiki/Gold_standard#:~:text=to%20gold%20on-,August%2015%2C%201971,-(the%20%22Nixon;https://upload.wikimedia.org/wikipedia/commons/1/17/Us-gold-certificate-1922.jpg;;
Elon Musk;;1971;2023;;;Pretoria;;;;Person;History;;;;;52;0;52;2;2023;https://en.wikipedia.org/wiki/Elon_Musk;https://upload.wikimedia.org/wikipedia/commons/3/34/Elon_Musk_Royal_Society_%28crop2%29.jpg;;
Watergate;;1972;;;;United States;;;;Event;History;;;;;51;;;2;2023;https://en.wikipedia.org/wiki/Watergate_scandal;https://upload.wikimedia.org/wikipedia/commons/7/77/WatergateFromAir.JPG;;
Curtis Yarvin;;1973;2023;;;United States;;;;Person;History;;;;;50;0;50;2;2023;https://en.wikipedia.org/wiki/Curtis_Yarvin;https://upload.wikimedia.org/wikipedia/commons/d/d2/Curtis_Yarvin_on_Philosophy_of_Art_%26_Science.jpg;;
Microsoft;;1975;2023;;;Albuquerque;;;;Company;History;;;;;48;0;48;2;2023;https://en.wikipedia.org/wiki/Microsoft;https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Building92microsoft.jpg/1920px-Building92microsoft.jpg;;
Apple Inc.;;1976;2023;;;Los Altos;;;;Company;History;;;;;47;0;47;2;2023;https://en.wikipedia.org/wiki/Apple_Inc.;https://upload.wikimedia.org/wikipedia/commons/d/d2/Ifc_shanghai_Apple_Store.jpg;;
Margaret Thatcher (in office);;1979;1990;;;UK;;;;Person;History;;;;;44;33;11;2;2023;https://en.wikipedia.org/wiki/Margaret_Thatcher;https://upload.wikimedia.org/wikipedia/commons/3/3d/Margaret_Thatcher_stock_portrait_%28cropped%29.jpg;;
Eliezer Yudkowsky;;1979;2023;;;United States;;;;Person;History;;;;;44;0;44;2;2023;https://en.wikipedia.org/wiki/Eliezer_Yudkowsky;https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Eliezer_Yudkowsky%2C_Stanford_2006_%28square_crop%29.jpg/440px-Eliezer_Yudkowsky%2C_Stanford_2006_%28square_crop%29.jpg;;
Ronald Reagan (in office);;1981;1989;;;United States;;;;Person;History;;;;;42;34;8;2;2023;https://en.wikipedia.org/wiki/Ronald_Reagan;https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Official_Portrait_of_President_Reagan_1981.jpg/1920px-Official_Portrait_of_President_Reagan_1981.jpg;;
Super Mario Bros.;;1985;;;;Japan;;;;Game;History;;;;;38;;;1;2023;https://en.wikipedia.org/wiki/Super_Mario_Bros.;https://upload.wikimedia.org/wikipedia/en/0/03/Super_Mario_Bros._box.png;;
Chernobyl disaster;;1986;;;;Pripyat;;;;Event;History;;;;;37;;;1;2023;https://en.wikipedia.org/wiki/Chernobyl_disaster;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/IAEA_02790015_%285613115146%29.jpg/1280px-IAEA_02790015_%285613115146%29.jpg;;
Fall of the Berlin Wall;;1989;;;;Germany;Central Europe;Europe;;Event;History;;;;;34;;;1;2023;https://en.wikipedia.org/wiki/Fall_of_the_Berlin_Wall;https://upload.wikimedia.org/wikipedia/commons/1/1c/West_and_East_Germans_at_the_Brandenburg_Gate_in_1989.jpg;;
Third-wave feminism;;1992;2023;;;United States;;;;Movement;Politics;;;;;31;0;31;1;2023;;;;
European Union;The EU is formally established;1993;2023;;;Maastricht;;;;Event;History;;;;;30;0;30;1;2023;https://en.wikipedia.org/wiki/European_Union#Treaties_of_Maastricht,_Amsterdam_and_Nice_(1993%E2%80%8D%E2%80%93%E2%80%8D2004):~:text=on%201%20November-,1993,-.%5B21%5D;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Flag_of_Europe.svg/1920px-Flag_of_Europe.svg.png;;
Google;;1998;2023;;;Menlo Park;;;;Company;History;;;;;25;0;25;1;2023;https://en.wikipedia.org/wiki/Google;https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Googleplex_HQ_%28cropped%29.jpg/1920px-Googleplex_HQ_%28cropped%29.jpg;;
September 11 attacks (9/11);;2001;;;;United States;;;;Event;History;;;;;22;;;1;2023;https://en.wikipedia.org/wiki/September_11_attacks;https://upload.wikimedia.org/wikipedia/commons/3/35/WTC_smoking_on_9-11.jpeg;;
War in Afghanistan;;2001;2021;;;Afghanistan;;;;Event;History;;;;;22;2;20;1;2023;https://en.wikipedia.org/wiki/War_in_Afghanistan_(2001%E2%80%932021);https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/U.S._Army_firefight_in_Kunar.jpg/1920px-U.S._Army_firefight_in_Kunar.jpg;;
Wikipedia;;2001;2023;;;United States;;;;Event;History;;;;;22;0;22;1;2023;https://en.wikipedia.org/wiki/History_of_Wikipedia;https://upload.wikimedia.org/wikipedia/commons/2/20/First_preserved_Main_Page_of_Wikipedia.jpeg;;
Arab Spring;;2010;2012;;;;;;;Event;History;;;;;13;11;2;0;2023;https://en.wikipedia.org/wiki/Arab_Spring;https://upload.wikimedia.org/wikipedia/commons/1/14/Infobox_collage_for_MENA_protests.PNG;;
Fukushima nuclear disaster;;2011;;;;?kuma;;;;Event;History;;;;;12;;;0;2023;https://en.wikipedia.org/wiki/Fukushima_nuclear_disaster;https://upload.wikimedia.org/wikipedia/commons/7/7d/Fukushima_I_by_Digital_Globe.jpg;;
Euromaidan;;2013;2014;;;Ukraine;;;;Event;History;;;;;10;9;1;0;2023;https://en.wikipedia.org/wiki/Euromaidan;https://upload.wikimedia.org/wikipedia/commons/5/53/Euromaidan_collage.jpg;;
Gamergate;;2014;2015;;;United States;;;;Event;History;;;;;9;8;1;0;2023;https://en.wikipedia.org/wiki/Gamergate_(harassment_campaign);https://upload.wikimedia.org/wikipedia/commons/1/14/Zo%C3%AB_Quinn_%282015%29.jpg;;
Annexation of Crimea by the Russian Federation;;2014;;;;Crimea;;;;Event;History;;;;;9;;;0;2023;https://en.wikipedia.org/wiki/Annexation_of_Crimea_by_the_Russian_Federation;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Putin_with_Vladimir_Konstantinov%2C_Sergey_Aksyonov_and_Alexey_Chaly_4.jpeg/1920px-Putin_with_Vladimir_Konstantinov%2C_Sergey_Aksyonov_and_Alexey_Chaly_4.jpeg;;
Donald Trump (in office);;2017;2021;;;United States;;;;Person;History;;;;;6;2;4;0;2023;https://en.wikipedia.org/wiki/Donald_Trump;https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Donald_Trump_official_portrait.jpg/1920px-Donald_Trump_official_portrait.jpg;;
COVID-19 pandemic;;2019;2023;;;World;;;;Event;History;;;;;4;0;4;0;2023;https://en.wikipedia.org/wiki/COVID-19;https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Coronavirus._SARS-CoV-2.png/220px-Coronavirus._SARS-CoV-2.png;;
January 6 US Capitol attack;;2021;;;;Washington D.C.;;;;Event;History;;;;;2;;;0;2023;https://en.wikipedia.org/wiki/January_6_United_States_Capitol_attack;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2021_storming_of_the_United_States_Capitol_DSC09254-2_%2850820534063%29_%28retouched%29.jpg/1920px-2021_storming_of_the_United_States_Capitol_DSC09254-2_%2850820534063%29_%28retouched%29.jpg;;
2022 Russian invasion of Ukraine;;2022;2023;;;Ukraine;;;;War;History;;;;;1;0;1;0;2023;https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/2022_Russian_invasion_of_Ukraine.svg/1920px-2022_Russian_invasion_of_Ukraine.svg.png;;
Woodstock;;;;;;;;;;;;;;;;;;;;2023;;;;
1992 Los Angeles riots;Race riots;;;;;;;;;;;;;;;;;;;2023;;;;
Unite the Right rally;;;;;;;;;;;;;;;;;;;;2023;;;;
Subprime mortgage crisis;;;;;;;;;;;;;;;;;;;;2023;;;;
Iraq war;;;;;;;;;;;;;;;;;;;;2023;;;;
Dotcom crash;;;;;;;;;;;;;;;;;;;;2023;;;;
Rwandan genocide;;;;;;;;;;;;;;;;;;;;2023;;;;
Armenian genocide;;;;;;;;;;;;;;;;;;;;2023;;;;
AIDS crisis;;;;;;;;;;;;;;;;;;;;2023;;;;
Solzhenitsyn;;;;;;;;;;;;;;;;;;;;2023;;;;
Stanley Kubrick;;;;;;;;;;;;;;;;;;;;2023;;;;
Moon landing;;;;;;;;;;;;;;;;;;;;2023;;;;
First satelline;;;;;;;;;;;;;;;;;;;;2023;;;;
First man in space;;;;;;;;;;;;;;;;;;;;2023;;;;
JFK assassination;;;;;;;;;;;;;;;;;;;;2023;;;;
Great Leap Forward;;;;;;;;;;;;;;;;;;;;2023;;;;
Hungarian revolution;;;;;;;;;;;;;;;;;;;;2023;;;;
Korean war;;;;;;;;;;;;;;;;;;;;2023;;;;
George Orwell;;;;;;;;;;;;;;;;;;;;2023;;;;
1984;;;;;;;;;;;;;;;;;;;;2023;;;;
Cuban revolution;;;;;;;;;;;;;;;;;;;;2023;;;;
Declaration of the state of Israel;;;;;;;;;;;;;;;;;;;;2023;;;;
D-Day;;;;;;;;;;;;;;;;;;;;2023;;;;
Attack on Pearl Harbor;;;;;;;;;;;;;;;;;;;;2023;;;;
Operation Barbarossa;;;;;;;;;;;;;;;;;;;;2023;;;;
Battle of France;;;;;;;;;;;;;;;;;;;;2023;;;;
Obamacare;;;;;;;;;;;;;;;;;;;;2023;;;;
Culture war speech;;;;;;;;;;;;;;;;;;;;2023;;;;
Gunpowder;;;;;;;;;;;;;;;;;;;;2023;;;;
Gupta Dynasty;;;;;;;;;;;;;;;;;;;;2023;;;;
Compass;;;;;;;;;;;;;;;;;;;;2023;;;;
Cosmic Dark Age;;;;;;;;;;;;;;;;;;;;2023;;;;
Angkor Wat;;;;;;;;;;;;;;;;;;;;2023;;;;
Paper money;;;;;;;;;;;;;;;;;;;;2023;;;;
Aztecs;;;;;;;;;;;;;;;;;;;;2023;;;;
Pollution control;;;;;;;;;;;;;;;;;;;;2023;;;;
Thirty Years' War;;;;;;;;;;;;;;;;;;;;2023;;;;
Peace of Westphalia;;;;;;;;;;;;;;;;;;;;2023;;;;
Wealth of Nations;;;;;;;;;;;;;;;;;;;;2023;;;;
Mercantilism;;;;;;;;;;;;;;;;;;;;2023;;;;
The Declaration of Sentiments;;;;;;;;;;;;;;;;;;;;2023;;;;
Epic Droughts (19th century);;;;;;;;;;;;;;;;;;;;2023;;;;
The Great (Columbian) Exchange;;;;;;;;;;;;;;;;;;;;2023;;;;
First microscope;;;;;;;;;;;;;;;;;;;;2023;;;;
First telescope;;;;;;;;;;;;;;;;;;;;2023;;;;
Flush toilet;;;;;;;;;;;;;;;;;;;;2023;;;;
Smallpox vaccine (400k dead annually in Europe);;;;;;;;;;;;;;;;;;;;2023;;;;
Rubber condom;;;;;;;;;;;;;;;;;;;;2023;;;;
Roman roads completed;;;;;;;;;;;;;;;;;;;;2023;;;;
Water mill;;;;;;;;;;;;;;;;;;;;2023;;;;
Windmill;;;;;;;;;;;;;;;;;;;;2023;;;;
Magnetic compass;;;;;;;;;;;;;;;;;;;;2023;;;;
Printing press;;;;;;;;;;;;;;;;;;;;2023;;;;
Commercial steam engine (1698);;;;;;;;;;;;;;;;;;;;2023;;;;
Radio;;;;;;;;;;;;;;;;;;;;;;;;
Wright brothers;;;;;;;;;;;;;;;;;;;;;;;;
TV;;;;;;;;;;;;;;;;;;;;;;;;
Space race;;;;;;;;;;;;;;;;;;;;;;;;
World Wide Web (1989);;;;;;;;;;;;;;;;;;;;;;;;
First browser;;;;;;;;;;;;;;;;;;;;;;;;
First smartphone;;;;;;;;;;;;;;;;;;;;;;;;
Simpsons (irony);;;;;;;;;;;;;;;;;;;;;;;;
First oil well;;;;;;;;;;;;;;;;;;;;;;;;
Medieval warm period;;;;;;;;;;;;;;;;;;;;;;;;
The little ice age;;;;;;;;;;;;;;;;;;;;;;;;
The great famine (14th century);;;;;;;;;;;;;;;;;;;;;;;;
Thomas Maltus;;;;;;;;;;;;;;;;;;;;;;;;
Sputnik;;;;;;;;;;;;;;;;;;;;;;;;
Human genome sequenced (2003);;;;;;;;;;;;;;;;;;;;;;;;
Birth control pills;;;;;;;;;;;;;;;;;;;;;;;;
Green revolution (1970);;;;;;;;;;;;;;;;;;;;;;;;
Over 50% people live in urban cities (2009);;;;;;;;;;;;;;;;;;;;;;;;
The Holocaust;;;;;;;;;;;;;;;;;;;;;;;;
Irish potato famine;;;;;;;;;;;;;;;;;;;;;;;;
Pasteurization;;;;;;;;;;;;;;;;;;;;;;;;
age of iron in west africa;;;;;;;;;;;;;;;;;;;;;;;;
Seven Years War;;;;;;;;;;;;;;;;;;;;;;;;
Mahatma Gandhi;;;;;;;;;;;;;;;;;;;;;;;;
Kuomitang (republic of China);;;;;;;;;;;;;;;;;;;;;;;;
arms race;;;;;;;;;;;;;;;;;;;;;;;;
disco music;;;;;;;;;;;;;;;;;;;;;;;;
rock music;;;;;;;;;;;;;;;;;;;;;;;;
Beatles;;;;;;;;;;;;;;;;;;;;;;;;
India clashes with Asia (55m);;;;;;;;;;;;;;;;;;;;;;;;
First fish (550)m (myllokunmingia);;;;;;;;;;;;;;;;;;;;;;;;
first plants;;;;;;;;;;;;;;;;;;;;;;;;
plants colonize land (450m);;;;;;;;;;;;;;;;;;;;;;;;
cryogenian period;;;;;;;;;;;;;;;;;;;;;;;;
Robespierre;;;;;;;;;;;;;;;;;;;;;;;;
Chechnian war;;;;;;;;;;;;;;;;;;;;;;;;
;Most probable estimated lifespan of technological civilization according to the Drake equation (10k);;;;;;;;;;;;;;;;;;;;;;;
;If panmixia occurs, human genetic variation will no longer be traditionally regionalized (10k);;;;;;;;;;;;;;;;;;;;;;;
;Humanity has a probability of 95% extinction according to Doomsday argument (10k);;;;;;;;;;;;;;;;;;;;;;;
;Time required to terraform Mars (100k)+;;;;;;;;;;;;;;;;;;;;;;;
;Great Pyramid of Giza errodes into unrecognizability (1m);;;;;;;;;;;;;;;;;;;;;;;
;Neil Armstrong's step erodes into unrecognizability (1m);;;;;;;;;;;;;;;;;;;;;;;
Mount Rushmore;;;;;;;;;;;;;;;;;;;;;;;;
;Humanity has a probability of 95% extinction according to Doomsday argument (7.8m);;;;;;;;;;;;;;;;;;;;;;;
First alcohol;;;;;;;;;;;;;;;;;;;;;;;;
;Sahara green again (15k);;;;;;;;;;;;;;;;;;;;;;;
;African collision with Eurasia closes Mediterranean (50m);;;;;;;;;;;;;;;;;;;;;;;
;Solar System completes an orbit from current position (240m);;;;;;;;;;;;;;;;;;;;;;;
;Another supercontinent (250m);;;;;;;;;;;;;;;;;;;;;;;
;Supercontinent rifts apart (400-500m);;;;;;;;;;;;;;;;;;;;;;;
;Earth swallowed by sun (7.59b);;;;;;;;;;;;;;;;;;;;;;;
First Red Scare;1917-1920;;;;;;;;;;;;;;;;;;;;;;;
Second Red Scare (McCarthyism);1947-1957;;;;;;;;;;;;;;;;;;;;;;;
Hannibal;;;;;;;;;;;;;;;;;;;;;;;;
Pyrrhic victory (war with Greece);;;;;;;;;;;;;;;;;;;;;;;;
Gallic invasion (sack) of Rome ;;;;;;;;;;;;;;;;;;;;;;;;
SPQR;;;;;;;;;;;;;;;;;;;;;;;;
Great oxidation event;;;;;;;;;;;;;;;;;;;;;;;;
Nordic Bronze Age;;;;;;;;;;;;;;;;;;;;;;;;
Etruscans;;;;;;;;;;;;;;;;;;;;;;;;
